City,Category,Subcategory,Outcome,Count
Nagpur,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,1
Nagpur,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0
Nagpur,Road Features,Ongoing Road Works/Under Construction,Total Injured,1
Nagpur,Road Features,Others,Greviously Injured,0
Nagpur,Road Features,Others,Minor Injury,0
Nagpur,Road Features,Others,Total number of Accidents,0
Nagpur,Road Features,Others,Persons Killed,0
Nagpur,Road Features,Others,Total Injured,0
Nagpur,Road Features,Pot Holes,Greviously Injured,0
Nagpur,Road Features,Pot Holes,Minor Injury,0
Nagpur,Road Features,Pot Holes,Total number of Accidents,0
Nagpur,Road Features,Pot Holes,Persons Killed,0
Nagpur,Road Features,Pot Holes,Total Injured,0
Nagpur,Road Features,Steep Grade,Greviously Injured,0
Nagpur,Road Features,Steep Grade,Minor Injury,0
Nagpur,Road Features,Steep Grade,Total number of Accidents,1
Nagpur,Road Features,Steep Grade,Persons Killed,1
Nagpur,Road Features,Steep Grade,Total Injured,0
Nagpur,Road Features,Straight Road,Greviously Injured,401
Nagpur,Road Features,Straight Road,Minor Injury,323
Nagpur,Road Features,Straight Road,Total number of Accidents,738
Nagpur,Road Features,Straight Road,Persons Killed,193
Nagpur,Road Features,Straight Road,Total Injured,724
Nashik,Road Features,Bridge,Greviously Injured,7
Nashik,Road Features,Bridge,Minor Injury,1
Nashik,Road Features,Bridge,Total number of Accidents,10
Nashik,Road Features,Bridge,Persons Killed,5
Nashik,Road Features,Bridge,Total Injured,8
Nashik,Road Features,Culvert,Greviously Injured,0
Nashik,Road Features,Culvert,Minor Injury,0
Nashik,Road Features,Culvert,Total number of Accidents,0
Nashik,Road Features,Culvert,Persons Killed,0
Nashik,Road Features,Culvert,Total Injured,0
Nashik,Road Features,Curved Road,Greviously Injured,5
Nashik,Road Features,Curved Road,Minor Injury,0
Nashik,Road Features,Curved Road,Total number of Accidents,6
Nashik,Road Features,Curved Road,Persons Killed,2
Nashik,Road Features,Curved Road,Total Injured,5
Nashik,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,2
Nashik,Road Features,Ongoing Road Works/Under Construction,Minor Injury,0
Nashik,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,2
Nashik,Road Features,Ongoing Road Works/Under Construction,Persons Killed,1
Nashik,Road Features,Ongoing Road Works/Under Construction,Total Injured,2
Nashik,Road Features,Others,Greviously Injured,2
Nashik,Road Features,Others,Minor Injury,0
Nashik,Road Features,Others,Total number of Accidents,3
Nashik,Road Features,Others,Persons Killed,1
Nashik,Road Features,Others,Total Injured,2
Nashik,Road Features,Pot Holes,Greviously Injured,0
Nashik,Road Features,Pot Holes,Minor Injury,0
Nashik,Road Features,Pot Holes,Total number of Accidents,0
Nashik,Road Features,Pot Holes,Persons Killed,0
Nashik,Road Features,Pot Holes,Total Injured,0
Nashik,Road Features,Steep Grade,Greviously Injured,0
Nashik,Road Features,Steep Grade,Minor Injury,0
Nashik,Road Features,Steep Grade,Total number of Accidents,0
Nashik,Road Features,Steep Grade,Persons Killed,0
Nashik,Road Features,Steep Grade,Total Injured,0
Nashik,Road Features,Straight Road,Greviously Injured,271
Nashik,Road Features,Straight Road,Minor Injury,77
Nashik,Road Features,Straight Road,Total number of Accidents,395
Nashik,Road Features,Straight Road,Persons Killed,162
Nashik,Road Features,Straight Road,Total Injured,348
Patna,Road Features,Bridge,Greviously Injured,25
Patna,Road Features,Bridge,Minor Injury,2
Patna,Road Features,Bridge,Total number of Accidents,30
Patna,Road Features,Bridge,Persons Killed,18
Patna,Road Features,Bridge,Total Injured,27
Patna,Road Features,Culvert,Greviously Injured,0
Patna,Road Features,Culvert,Minor Injury,0
Patna,Road Features,Culvert,Total number of Accidents,0
Patna,Road Features,Culvert,Persons Killed,0
Patna,Road Features,Culvert,Total Injured,0
Patna,Road Features,Curved Road,Greviously Injured,40
Patna,Road Features,Curved Road,Minor Injury,3
Patna,Road Features,Curved Road,Total number of Accidents,57
Patna,Road Features,Curved Road,Persons Killed,22
Patna,Road Features,Curved Road,Total Injured,43
Patna,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,2
Patna,Road Features,Ongoing Road Works/Under Construction,Minor Injury,0
Patna,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,3
Patna,Road Features,Ongoing Road Works/Under Construction,Persons Killed,3
Patna,Road Features,Ongoing Road Works/Under Construction,Total Injured,2
Patna,Road Features,Others,Greviously Injured,41
Patna,Road Features,Others,Minor Injury,5
Patna,Road Features,Others,Total number of Accidents,65
Patna,Road Features,Others,Persons Killed,21
Patna,Road Features,Others,Total Injured,46
Patna,Road Features,Pot Holes,Greviously Injured,0
Patna,Road Features,Pot Holes,Minor Injury,0
Patna,Road Features,Pot Holes,Total number of Accidents,0
Patna,Road Features,Pot Holes,Persons Killed,0
Patna,Road Features,Pot Holes,Total Injured,0
Patna,Road Features,Steep Grade,Greviously Injured,20
Patna,Road Features,Steep Grade,Minor Injury,0
Patna,Road Features,Steep Grade,Total number of Accidents,19
Patna,Road Features,Steep Grade,Persons Killed,9
Patna,Road Features,Steep Grade,Total Injured,20
Patna,Road Features,Straight Road,Greviously Injured,100
Patna,Road Features,Straight Road,Minor Injury,5
Patna,Road Features,Straight Road,Total number of Accidents,199
Patna,Road Features,Straight Road,Persons Killed,108
Patna,Road Features,Straight Road,Total Injured,105
Pune,Road Features,Bridge,Greviously Injured,2
Pune,Road Features,Bridge,Minor Injury,3
Pune,Road Features,Bridge,Total number of Accidents,4
Pune,Road Features,Bridge,Persons Killed,2
Pune,Road Features,Bridge,Total Injured,5
Pune,Road Features,Culvert,Greviously Injured,0
Pune,Road Features,Culvert,Minor Injury,0
Pune,Road Features,Culvert,Total number of Accidents,0
Pune,Road Features,Culvert,Persons Killed,0
Pune,Road Features,Culvert,Total Injured,0
Pune,Road Features,Curved Road,Greviously Injured,6
Pune,Road Features,Curved Road,Minor Injury,1
Pune,Road Features,Curved Road,Total number of Accidents,8
Pune,Road Features,Curved Road,Persons Killed,1
Pune,Road Features,Curved Road,Total Injured,7
Pune,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,0
Pune,Road Features,Ongoing Road Works/Under Construction,Minor Injury,0
Pune,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,0
Pune,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0
Pune,Road Features,Ongoing Road Works/Under Construction,Total Injured,0
Pune,Road Features,Others,Greviously Injured,0
Pune,Road Features,Others,Minor Injury,0
Pune,Road Features,Others,Total number of Accidents,0
Pune,Road Features,Others,Persons Killed,0
Pune,Road Features,Others,Total Injured,0
Pune,Road Features,Pot Holes,Greviously Injured,0
Pune,Road Features,Pot Holes,Minor Injury,0
Pune,Road Features,Pot Holes,Total number of Accidents,0
Pune,Road Features,Pot Holes,Persons Killed,0
Pune,Road Features,Pot Holes,Total Injured,0
Pune,Road Features,Steep Grade,Greviously Injured,0
Pune,Road Features,Steep Grade,Minor Injury,0
Pune,Road Features,Steep Grade,Total number of Accidents,0
Pune,Road Features,Steep Grade,Persons Killed,0
Pune,Road Features,Steep Grade,Total Injured,0
Pune,Road Features,Straight Road,Greviously Injured,289
Pune,Road Features,Straight Road,Minor Injury,87
Pune,Road Features,Straight Road,Total number of Accidents,470
Pune,Road Features,Straight Road,Persons Killed,140
Pune,Road Features,Straight Road,Total Injured,376
Raipur,Road Features,Bridge,Greviously Injured,5
Raipur,Road Features,Bridge,Minor Injury,32
Raipur,Road Features,Bridge,Total number of Accidents,65
Raipur,Road Features,Bridge,Persons Killed,24
Raipur,Road Features,Bridge,Total Injured,37
Raipur,Road Features,Culvert,Greviously Injured,1
Raipur,Road Features,Culvert,Minor Injury,9
Raipur,Road Features,Culvert,Total number of Accidents,13
Raipur,Road Features,Culvert,Persons Killed,4
Raipur,Road Features,Culvert,Total Injured,10
Raipur,Road Features,Curved Road,Greviously Injured,7
Raipur,Road Features,Curved Road,Minor Injury,236
Raipur,Road Features,Curved Road,Total number of Accidents,323
Raipur,Road Features,Curved Road,Persons Killed,69
Raipur,Road Features,Curved Road,Total Injured,243
Raipur,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,1
Raipur,Road Features,Ongoing Road Works/Under Construction,Minor Injury,6
Raipur,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,14
Raipur,Road Features,Ongoing Road Works/Under Construction,Persons Killed,6
Raipur,Road Features,Ongoing Road Works/Under Construction,Total Injured,7
Raipur,Road Features,Others,Greviously Injured,0
Raipur,Road Features,Others,Minor Injury,0
Raipur,Road Features,Others,Total number of Accidents,0
Raipur,Road Features,Others,Persons Killed,0
Raipur,Road Features,Others,Total Injured,0
Raipur,Road Features,Pot Holes,Greviously Injured,0
Raipur,Road Features,Pot Holes,Minor Injury,0
Raipur,Road Features,Pot Holes,Total number of Accidents,0
Raipur,Road Features,Pot Holes,Persons Killed,0
Raipur,Road Features,Pot Holes,Total Injured,0
Raipur,Road Features,Steep Grade,Greviously Injured,1
Raipur,Road Features,Steep Grade,Minor Injury,13
Raipur,Road Features,Steep Grade,Total number of Accidents,27
Raipur,Road Features,Steep Grade,Persons Killed,5
Raipur,Road Features,Steep Grade,Total Injured,14
Raipur,Road Features,Straight Road,Greviously Injured,34
Raipur,Road Features,Straight Road,Minor Injury,949
Raipur,Road Features,Straight Road,Total number of Accidents,1324
Raipur,Road Features,Straight Road,Persons Killed,374
Raipur,Road Features,Straight Road,Total Injured,983
Rajkot,Road Features,Bridge,Greviously Injured,6
Rajkot,Road Features,Bridge,Minor Injury,3
Rajkot,Road Features,Bridge,Total number of Accidents,16
Rajkot,Road Features,Bridge,Persons Killed,8
Rajkot,Road Features,Bridge,Total Injured,9
Rajkot,Road Features,Culvert,Greviously Injured,0
Rajkot,Road Features,Culvert,Minor Injury,2
Rajkot,Road Features,Culvert,Total number of Accidents,1
Rajkot,Road Features,Culvert,Persons Killed,0
Rajkot,Road Features,Culvert,Total Injured,2
Rajkot,Road Features,Curved Road,Greviously Injured,11
Rajkot,Road Features,Curved Road,Minor Injury,16
Rajkot,Road Features,Curved Road,Total number of Accidents,32
Rajkot,Road Features,Curved Road,Persons Killed,11
Rajkot,Road Features,Curved Road,Total Injured,27
Rajkot,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,0
Rajkot,Road Features,Ongoing Road Works/Under Construction,Minor Injury,0
Rajkot,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,0
Rajkot,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0
Rajkot,Road Features,Ongoing Road Works/Under Construction,Total Injured,0
Rajkot,Road Features,Others,Greviously Injured,0
Rajkot,Road Features,Others,Minor Injury,0
Rajkot,Road Features,Others,Total number of Accidents,0
Rajkot,Road Features,Others,Persons Killed,0
Rajkot,Road Features,Others,Total Injured,0
Rajkot,Road Features,Pot Holes,Greviously Injured,0
Rajkot,Road Features,Pot Holes,Minor Injury,0
Rajkot,Road Features,Pot Holes,Total number of Accidents,0
Rajkot,Road Features,Pot Holes,Persons Killed,0
Rajkot,Road Features,Pot Holes,Total Injured,0
Rajkot,Road Features,Steep Grade,Greviously Injured,2
Rajkot,Road Features,Steep Grade,Minor Injury,4
Rajkot,Road Features,Steep Grade,Total number of Accidents,7
Rajkot,Road Features,Steep Grade,Persons Killed,3
Rajkot,Road Features,Steep Grade,Total Injured,6
Rajkot,Road Features,Straight Road,Greviously Injured,182
Rajkot,Road Features,Straight Road,Minor Injury,98
Rajkot,Road Features,Straight Road,Total number of Accidents,376
Rajkot,Road Features,Straight Road,Persons Killed,116
Rajkot,Road Features,Straight Road,Total Injured,280
Srinagar,Road Features,Bridge,Greviously Injured,0
Srinagar,Road Features,Bridge,Minor Injury,0
Srinagar,Road Features,Bridge,Total number of Accidents,0
Srinagar,Road Features,Bridge,Persons Killed,0
Srinagar,Road Features,Bridge,Total Injured,0
Srinagar,Road Features,Culvert,Greviously Injured,0
Srinagar,Road Features,Culvert,Minor Injury,0
Srinagar,Road Features,Culvert,Total number of Accidents,0
Srinagar,Road Features,Culvert,Persons Killed,0
Srinagar,Road Features,Culvert,Total Injured,0
Srinagar,Road Features,Curved Road,Greviously Injured,0
Srinagar,Road Features,Curved Road,Minor Injury,0
Srinagar,Road Features,Curved Road,Total number of Accidents,0
Srinagar,Road Features,Curved Road,Persons Killed,0
Srinagar,Road Features,Curved Road,Total Injured,0
Srinagar,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,0
Srinagar,Road Features,Ongoing Road Works/Under Construction,Minor Injury,0
Srinagar,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,0
Srinagar,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0
Srinagar,Road Features,Ongoing Road Works/Under Construction,Total Injured,0
Srinagar,Road Features,Others,Greviously Injured,0
Srinagar,Road Features,Others,Minor Injury,218
Srinagar,Road Features,Others,Total number of Accidents,213
Srinagar,Road Features,Others,Persons Killed,29
Srinagar,Road Features,Others,Total Injured,218
Srinagar,Road Features,Pot Holes,Greviously Injured,0
Srinagar,Road Features,Pot Holes,Minor Injury,0
Srinagar,Road Features,Pot Holes,Total number of Accidents,0
Srinagar,Road Features,Pot Holes,Persons Killed,0
Srinagar,Road Features,Pot Holes,Total Injured,0
Srinagar,Road Features,Steep Grade,Greviously Injured,0
Srinagar,Road Features,Steep Grade,Minor Injury,0
Srinagar,Road Features,Steep Grade,Total number of Accidents,0
Srinagar,Road Features,Steep Grade,Persons Killed,0
Srinagar,Road Features,Steep Grade,Total Injured,0
Srinagar,Road Features,Straight Road,Greviously Injured,0
Srinagar,Road Features,Straight Road,Minor Injury,57
Srinagar,Road Features,Straight Road,Total number of Accidents,62
Srinagar,Road Features,Straight Road,Persons Killed,16
Srinagar,Road Features,Straight Road,Total Injured,57
Surat,Road Features,Bridge,Greviously Injured,19
Surat,Road Features,Bridge,Minor Injury,13
Surat,Road Features,Bridge,Total number of Accidents,36
Surat,Road Features,Bridge,Persons Killed,14
Surat,Road Features,Bridge,Total Injured,32
Surat,Road Features,Culvert,Greviously Injured,0
Surat,Road Features,Culvert,Minor Injury,0
Surat,Road Features,Culvert,Total number of Accidents,1
Surat,Road Features,Culvert,Persons Killed,0
Surat,Road Features,Culvert,Total Injured,0
Surat,Road Features,Curved Road,Greviously Injured,19
Surat,Road Features,Curved Road,Minor Injury,3
Surat,Road Features,Curved Road,Total number of Accidents,30
Surat,Road Features,Curved Road,Persons Killed,9
Surat,Road Features,Curved Road,Total Injured,22
Surat,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,1
Surat,Road Features,Ongoing Road Works/Under Construction,Minor Injury,0
Surat,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,1
Surat,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0
Surat,Road Features,Ongoing Road Works/Under Construction,Total Injured,1
Surat,Road Features,Others,Greviously Injured,0
Surat,Road Features,Others,Minor Injury,0
Surat,Road Features,Others,Total number of Accidents,0
Surat,Road Features,Others,Persons Killed,0
